Phecode,ICD string,Layer
195.1,Malignant neoplasm of other and ill-defined sites,2
198.1,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck",2
198.1,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified",2
198.1,Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites,2
198.1,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,2
198.1,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified",2
198.1,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes,2
198.1,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck",2
198.1,Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions,2
198.1,Secondary and unspecified malignant neoplasm of lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm of lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,2
198.1,Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes,2
198.1,Secondary neuroendocrine tumor of distant lymph nodes (ADDED),2
198.1,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,2
198.1,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb,2
198,Malignant ascites,3
198,Secondary neuroendocrine tumor of other sites (ADDED),3
198,Secondary malignant neoplasm of kidney,3
198,Secondary malignant neoplasm of breast,3
198,Secondary malignant neoplasm of other specified sites,3
198,Secondary malignant neoplasm of other specified sites,3
198,Secondary neuroendocrine tumor (ADDED),3
198,Secondary malignant neoplasm of other specified sites,3
198,Secondary malignant neoplasm of other urinary organs,3
198,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,3
198,Secondary malignant neoplasm of kidney and renal pelvis,3
198,Secondary malignant neoplasm of adrenal gland,3
198,Secondary malignant neoplasm of other specified sites,3
198,Secondary malignant neoplasm of adrenal gland,3
198,Secondary malignant neoplasm of ovary,3
198,Malignant pleural effusion,3
198,Secondary malignant neoplasm of respiratory and digestive organs,3
198,Secondary malignant neoplasm of genital organs,3
198,Secondary malignant neoplasm of ovary,3
198,Secondary malignant neoplasm of respiratory and digestive systems,3
198.2,Secondary malignant neoplasm of lung,2
198.2,Secondary malignant neoplasm of mediastinum,2
198.2,Secondary malignant neoplasm of pleura,2
198.2,Secondary malignant neoplasm of other and unspecified respiratory organs,2
198.2,Secondary malignant neoplasm of pleura,2
198.2,Secondary malignant neoplasm of mediastinum,2
198.2,Secondary malignant neoplasm of lung,2
198.2,Secondary malignant neoplasm of other respiratory organs,2
198.3,Secondary malignant neoplasm of retroperitoneum and peritoneum,2
198.3,Secondary malignant neoplasm of small intestine including duodenum,2
198.3,Secondary malignant neoplasm of large intestine and rectum,2
198.3,Secondary neuroendocrine tumor of peritoneum (ADDED),2
198.3,Secondary malignant neoplasm of retroperitoneum and peritoneum,2
198.3,Secondary malignant neoplasm of small intestine,2
198.3,Secondary malignant neoplasm of other and unspecified digestive organs,2
198.3,Secondary malignant neoplasm of large intestine and rectum,2
198.3,Secondary malignant neoplasm of other digestive organs and spleen,2
198.4,Secondary neuroendocrine tumor of liver (ADDED),2
198.4,"Malignant neoplasm of liver, specified as secondary",2
198.4,Secondary malignant neoplasm of liver and intrahepatic bile duct,2
198.7,Secondary malignant neoplasm of skin,2
198.7,Secondary malignant neoplasm of skin,2
198.5,Secondary malignant neoplasm of other parts of nervous system,2
198.5,Secondary malignant neoplasm of brain and spinal cord,2
198.5,Secondary malignant neoplasm of other and unspecified parts of nervous system,2
198.5,Secondary malignant neoplasm of brain and cerebral meninges,2
198.6,Secondary malignant neoplasm of bone and bone marrow,2
198.6,Secondary malignant neoplasm of bone and bone marrow,2
198.6,Secondary neuroendocrine tumor of bone (ADDED),2
851,Complications of transplanted organ,3
851,Complications of transplanted pancreas,3
851,"Complication of reattached lower extremity, other and unspecified",3
851,Complications of unspecified reattached extremity,3
851,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",3
851,Complications of reattached forearm,3
851,Complication of other specified reattached body part,3
851,Complications of other transplanted organ,3
851,Complications of reattached finger(s),3
851,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",3
851,Complication of reattached foot and toe(s),3
851,"Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",3
851,Complications of reattached hand,3
851,Malignant neoplasm associated with transplanted organ,3
851,Post-transplant lymphoproliferative disorder (PTLD),3
851,Complications of reattached (part of) lower extremity,3
851,"Complications of transplanted organ, unspecified site",3
851,Complications of transplanted intestine,3
851,Failure and rejection of other transplanted organs and tissues,3
851,"Complications of reattached upper extremity, other and unspecified",3
851,Complications of other reattached body part,3
851,Complications of reattached (part of) upper extremity,3
202.2,Other malignant lymphomas involving intra-abdominal lymph nodes,2
202.2,Burkitt's tumor or lymphoma involving lymph nodes of inguinal region and lower limb,2
202.2,Peripheral T-cell lymphoma involving spleen,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of axilla and upper limb,2
202.2,"Peripheral T-cell lymphoma involving lymph nodes of head, face, and neck",2
202.2,Other named variants of lymphosarcoma and reticulosarcoma,2
202.2,Mycosis fungoides,2
202.2,"Follicular lymphoma grade III, unspecified",2
202.2,Burkitt's tumor or lymphoma involving intrathoracic lymph nodes,2
202.2,Peripheral T-cell lymphoma involving lymph nodes of axilla and upper limb,2
202.2,Burkitt's tumor or lymphoma involving lymph nodes of multiple sites,2
202.2,Peripheral T-cell lymphoma involving intrapelvic lymph nodes,2
202.2,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites",2
202.2,Small cell B-cell lymphoma,2
202.2,Sezary's disease involving lymph nodes of multiple sites,2
202.2,Sezary's disease involving intra-abdominal lymph nodes,2
202.2,Other mature T/NK-cell lymphomas,2
202.2,Lymphoblastic (diffuse) lymphoma,2
202.2,Burkitt's tumor or lymphoma involving intrapelvic lymph nodes,2
202.2,"Peripheral T-cell lymphoma, not elsewhere classified",2
202.2,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",2
202.2,Undifferentiated (diffuse) non-Hodgkin's lymphoma,2
202.2,Burkitt's tumor or lymphoma involving intra-abdominal lymph nodes,2
202.2,"Burkitt's tumor or lymphoma involving lymph nodes of head, face, and neck",2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrathoracic lymph nodes,2
202.2,Sezary's disease spleen,2
202.2,Mantle cell lymphoma involving spleen,2
202.2,Peripheral T-cell lymphoma involving intrathoracic lymph nodes,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of multiple sites,2
202.2,Mantle cell lymphoma involving lymph nodes of inguinal region and lower limb,2
202.2,"Peripheral T-cell lymphoma, unspecified site, extranodal and solid organ sites",2
202.2,Marginal zone lymphoma involving intrathoracic lymph nodes,2
202.2,Peripheral T-cell lymphoma,2
202.2,Primary central nervous system lymphoma,2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving intra-abdominal lymph nodes,2
202.2,Burkitt lymphoma,2
202.2,Marginal zone lymphoma,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of inguinal region and lower limb,2
202.2,"Mantle cell lymphoma involving lymph nodes of head, face, and neck",2
202.2,Primary central nervous system lymphoma involving intra-abdominal lymph nodes,2
202.2,Other malignant lymphomas involving lymph nodes of inguinal region and lower limb,2
202.2,Primary central nervous system lymphoma involving spleen,2
202.2,Burkitt's tumor or lymphoma,2
202.2,"Non-follicular (diffuse) lymphoma, unspecified",2
202.2,"Sezary's disease, unspecified site, extranodal and solid organ sites",2
202.2,Peripheral T-cell lymphoma involving lymph nodes of inguinal region and lower limb,2
202.2,S̩zary disease,2
202.2,Follicular lymphoma grade I,2
202.2,Mycosis fungoides involving intra-abdominal lymph nodes,2
202.2,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites",2
202.2,Other malignant lymphomas,2
202.2,Primary central nervous system lymphoma involving lymph nodes of inguinal region and lower limb,2
202.2,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",2
202.2,"Mycosis fungoides involving lymph nodes of head, face, and neck",2
202.2,Sezary's disease,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intra-abdominal lymph nodes,2
202.2,Marginal zone lymphoma involving lymph nodes of multiple sites,2
202.2,Other malignant lymphomas involving intrathoracic lymph nodes,2
202.2,Personal history of lymphosarcoma and reticulosarcoma,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving spleen,2
202.2,Mixed small and large cell (diffuse) non-Hodgkin's lymphoma,2
202.2,Peripheral T-cell lymphoma involving intra-abdominal lymph nodes,2
202.2,"B-cell lymphoma, unspecified",2
202.2,Primary central nervous system lymphoma involving lymph nodes of multiple sites,2
202.2,Other malignant lymphomas involving spleen,2
202.2,Lymphoepithelioid lymphoma,2
202.2,Other malignant lymphomas involving intrapelvic lymph nodes,2
202.2,Marginal zone lymphoma involving lymph nodes of inguinal region and lower limb,2
202.2,Immunoblastic (diffuse) non-Hodgkin's lymphoma,2
202.2,Lymphomatoid papulosis,2
202.2,Mycosis fungoides spleen,2
202.2,Other malignant lymphomas involving lymph nodes of axilla and upper limb,2
202.2,Other and unspecified types of non-Hodgkin lymphoma,2
202.2,Other specified types of non-Hodgkin lymphoma,2
202.2,Sezary's disease involving lymph nodes of axilla and upper limb,2
202.2,Marginal zone lymphoma involving intrapelvic lymph nodes,2
202.2,Marginal zone lymphoma involving intra-abdominal lymph nodes,2
202.2,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites",2
202.2,Sezary's disease involving intrathoracic lymph nodes,2
202.2,Sezary's disease involving lymph nodes of inguinal region and lower limb,2
202.2,Mycosis fungoides,2
202.2,Primary central nervous system lymphoma involving intrapelvic lymph nodes,2
202.2,Mantle cell lymphoma,2
202.2,Other types of follicular lymphoma,2
202.2,Mantle cell lymphoma involving intrathoracic lymph nodes,2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving intrapelvic lymph nodes,2
202.2,Mycosis fungoides involving lymph nodes of inguinal region and lower limb,2
202.2,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrapelvic lymph nodes,2
202.2,Follicular lymphoma grade II,2
202.2,Primary central nervous system lymphoma involving intrathoracic lymph nodes,2
202.2,"Other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of head, face, and neck",2
202.2,Mantle cell lymphoma involving lymph nodes of axilla and upper limb,2
202.2,Mycosis fungoides involving lymph nodes of axilla and upper limb,2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of axilla and upper limb,2
202.2,"Other malignant lymphomas involving lymph nodes of head, face, and neck",2
202.2,Burkitt's tumor or lymphoma involving lymph nodes of axilla and upper limb,2
202.2,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",2
202.2,"Non-Hodgkin lymphoma, unspecified",2
202.2,Non-follicular lymphoma,2
202.2,Mantle cell lymphoma involving intra-abdominal lymph nodes,2
202.2,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site",2
202.2,Peripheral T-cell lymphoma involving lymph nodes of multiple sites,2
202.2,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of head, face, and neck",2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of inguinal region and lower limb,2
202.2,Mycosis fungoides involving intrapelvic lymph nodes,2
202.2,"Marginal zone lymphoma involving lymph nodes of head, face, and neck",2
202.2,HIV disease resulting in Burkitt lymphoma,2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving intrathoracic lymph nodes,2
202.2,Mantle cell lymphoma involving intrapelvic lymph nodes,2
202.2,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",2
202.2,Lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue,2
202.2,Primary central nervous system lymphoma involving lymph nodes of axilla and upper limb,2
202.2,Other malignant lymphomas involving lymph nodes of multiple sites,2
202.2,Burkitt's tumor spleen,2
202.2,Mantle cell lymphoma involving lymph nodes of multiple sites,2
202.2,Other named variants of lymphosarcoma and reticulosarcoma involving spleen,2
202.2,"Sezary's disease involving lymph nodes of head, face, and neck",2
202.2,"Primary central nervous system lymphoma involving lymph nodes of head, face, and neck",2
