CPT code,String,Layer
21406,OPEN TX FX ORBIT EXCEPT BLOWOUT W/O IMPLANT,1
22206,OSTEOTOMY SPINE POSTERIOR 3 COLUMN THORACIC,1
22210,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM CRV,1
22808,ARTHRODESIS ANTERIOR SPINAL DFRM 2-3 VRT SEG,1
22810,ARTHRODESIS ANTERIOR SPINAL DFRM 4-7 VRT SEG,1
22812,ARTHRODESIS ANTERIOR SPINAL DFRM 8/> VRT SEG,1
32554,THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,1
32557,PERQ DRAINAGE PLEURA INSERT CATH W/IMAGING,1
35501,BYPASS W/VEIN COMMON-IPSILATERAL CAROTID,1
35506,BYPASS W/VEIN CAROTID-SUBCLV/SUBCLAVIAN CAROTID,1
35509,BYPASS W/VEIN CAROTID-CONTRALATERAL CAROTID,1
35516,BYPASS W/VEIN SUBCLAVIAN-AXILLARY,1
35525,BYPASS W/VEIN BRACHIAL-BRACHIAL,1
35535,BYPASS W/VEIN HEPATORENAL,1
35540,BYPASS W/VEIN AORTOBIFEMORAL,1
35560,BYPASS W/VEIN AORTORENAL,1
35563,BYPASS W/VEIN ILIOILIAC,1
35565,BYPASS W/VEIN ILIOFEMORAL,1
35571,BYP W/VEIN POP-TIBL-PRONEAL ART/OTH DSTL VSL,1
35583,IN-SITU VEIN BYPASS FEMORAL-POPLITEAL,1
35585,IN-SITU FEM-ANT TIBL PST TIBL/PRONEAL ART,1
35632,BYPASS GRAFT W/OTHER THAN VEIN ILIO-CELIAC,1
35665,BYP OTH/THN VEIN ILIOFEMORAL,1
35691,TRPOS&/RIMPLTJ VERTEBRAL CAROTID ART,1
35693,TRPOS&/RIMPLTJ VERTEBRAL SUBCLAVIAN ART,1
36221,NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,1
36227,SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC,1
52287,CYSTOURETHROSCOPY INJ CHEMODENERVATION BLADDER,1
63045,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT CERVICAL,1
63197,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACT THRC,1
63251,LAM EXC/OCCLUSION AVM SPINAL CORD THORACIC,1
63273,LAM EXC ISPI LES OTH/THN NEO IDRL SACRAL,1
63282,LAM BX/EXC ISPI NEO IDRL XMED LUMBAR,1
64885,NERVE GRAFT HEAD/NECK </ 4 CM,1
71111,RADEX RIBS BI W/POSTEROANT CH MINIMUM 4 VIEWS,1
71130,RADEX STERNOCLAVICULAR JT/JTS MINIMUM 3 VIEWS,1
72202,RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,1
74240,RADEX GI TRACT UPPER W/WO DELAYED IMAGES W/O KUB,1
75889,HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,1
81323,PTEN GENE ANALYSIS DUPLICATION/DELETION VARIANT,1
81479,UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,1
82746,ASSAY OF FOLIC ACID SERUM,1
83880,NATRIURETIC PEPTIDE,1
85220,CLOTTING FACTOR V ACG/PROACCELERIN LABILE FACTOR,1
85250,CLOTTING FACTOR IX PTC/CHRISTMAS,1
85291,CLOTTING FACTOR XIII FIBRN STABILIZ SCREEN SOLUB,1
85292,CLOTTING PREKALLIKREIN ASSAY FLETCHER FACT ASSAY,1
85380,FIBRIN DGRADJ PRODUCTS D-DIMER ULTRASENSITIVE,1
86079,BLD BANK PHYS SVCS AUTHJ DEVIJ STANDARD REPRT,1
86152,CELL ENUMERATION IMMUNE SELECTJ & ID FLUID SPEC,1
86153,CELL ENUMERATION IMMUNE SELECTJ & ID PHYS INTERP,1
86310,HETEROPHILE ANTIBODIES TITER AFTER ABSORPTION,1
86329,IMMUNODIFFUSION NOT ELSEWHERE SPECIFIED,1
86403,PARTICLE AGGLUTINATION SCREEN EACH ANTIBODY,1
86665,ANTIBODY EPSTEIN-BARR EB VIRUS VIRAL CAPSID VCA,1
86834,ANTIBODY HLA CLASS I SEMIQUANTITATIVE PANEL,1
87015,CONCENTRATION INFECTIOUS AGENTS,1
87045,CUL BACT STOOL AEROBIC ISOL SALMONELLA&SHIGELL,1
87046,CUL BACT STOOL AEROBIC ADDL PATHOGENS&ID EA,1
87498,IADNA ENTEROVIRUS AMPLIF PROBE & REVRSE TRNSCRIP,1
87522,IADNA HEPATITIS C QUANT & REVERSE TRANSCRIPTION,1
90840,PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MINUTES,1
92014,OPHTH MEDICAL XM&EVAL COMPRHNSV ESTAB PT 1/>,1
92353,FITTING SPECTACLE PROSTH APHAKIA MULTIFOCAL,1
92354,FITTING SPECTACLE MOUNTED LW VIS AID 1 ELMNT,1
92355,FITTING SPECTACLE MOUNTED LW VIS AID TLSCP,1
92358,PROSTHESIS SERVICE APHAKIA TEMPORARY,1
92929,PRQ TRLUML CORONARY STENT W/ANGIO ADDL ART/BRNCH,1
93656,EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN,1
93888,TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART LMTD,1
95027,INTRACUTANEOUS TESTS W/ALLERGENIC XTRCS AIRBORNE,1
95076,INGESTION CHALLENGE TEST INITIAL 120 MINUTES,1
95782,POLYSOM <6 YRS SLEEP STAGE 4/> ADDL PARAM ATTND,1
95808,POLYSOM ANY AGE SLEEP STAGE 1-3 ADDL PARAM ATTND,1
95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,1
95940,IONM 1 ON 1 IN OR W/ATTENDANCE EACH 15 MINUTES,1
95941,IONM REMOTE/NEARBY/>1 PATIENT IN OR PER HOUR,1
99000,HANDLG&/OR CONVEY OF SPEC FOR TR OFFICE TO LAB,1
99001,HANDLG&/OR CONVEY OF SPEC FOR TR FROM PT TO LAB,1
3046F,MOST RECENT HEMOGLOBIN A1C LEVEL >9.0%,1
3517F,HBV STATUS ASSESSED W/ RESULTS IN 1 YR,1
3750F,PT NOT RCVNG CORTICOSTERIDS>/=10MG/DAY 60/> DAYS,1
0312T,LAPS IMPLTJ NSTIM ELTRD ARRAY&PLS GEN VAGUS NRV,1
01924,ANESTHESIA THER IVNTL RADIOLOGICAL ARTERIAL,1
01925,ANESTHESIA CAROTID/CORONARY THER IVNTL RAD,1
11626,EXCISION MALIGNANT LESION S/N/H/F/G >4.0 CM,1
11646,EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,1
11900,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,1
11901,INJECTION INTRALESIONAL >7 LESIONS,1
11922,TATTOOING INCL MICROPIGMENTATION EA 20.0 CM,1
11950,SUBCUTANEOUS INJECTION FILLING MATERIAL 1 CC/<,1
12002,SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,1
12006,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,1
12007,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,1
12013,SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,1
12014,SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,1
12034,REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,1
12052,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,1
12056,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,1
15610,DELAY FLAP/SECTIONING FLAP SCALP ARMS/LEGS,1
15782,DERMABRASION REGIONAL OTHER THAN FACE,1
15832,EXCISION EXCESSIVE SKIN & SUBQ TISSUE THIGH,1
15834,EXCISION EXCESSIVE SKIN & SUBQ TISSUE HIP,1
15851,REMOVAL SUTURES UNDER ANESTHESIA OTHER SURGEON,1
21151,RCNSTJ MIDFACE LEFORT II W/BONE GRAFTS,1
21330,OPEN TX NASAL FX COMP W/INT&/XTRNL SKELETAL FI,1
21337,CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION,1
21356,OPEN TX DEPRESSED ZYGOMATIC ARCH FRACTURE,1
21387,OPEN TX ORBITAL FLOOR BLOWOUT FX COMBINED APPR,1
21400,CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION,1
22212,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM THRC,1
22214,OSTEOTOMY SPINE PST/PSTLAT APPR 1 VRT SGM LMBR,1
22220,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM CRV,1
22804,ARTHRODESIS POSTERIOR SPINAL DFRM 13/> VRT SEG,1
31660,BRONCHOSCOPIC THERMOPLASTY ONE LOBE,1
33992,REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION,1
35606,BYP OTH/THN VEIN CAROTID-SUBCLAVIAN,1
35637,BYP OTH/THN VEIN AORTOILIAC,1
35642,BYP OTH/THN VEIN CAROTID-VERTEBRAL,1
35645,BYP OTH/THN VEIN SUBCLAVIAN-VERTEBRAL,1
35671,BYP OTH/THN VEIN POPLITEAL-TIBIAL/-PERONEAL ART,1
35682,BYP AUTOG COMPOSIT 2 SEG VEINS FROM 2 LOCATIONS,1
36225,SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY,1
37211,THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX,1
38241,TRNSPLJ AUTOLOGOUS HEMATOPOIETIC CELLS PER DONOR,1
38242,ALLOGENEIC LYMPHOCYTE INFUSIONS,1
38243,TRNSPLJ HEMATOPOIETIC CELL BOOST,1
63005,LAMINECTOMY W/O FFD 1/2 VERT SEG LUMBAR,1
63050,LAMOP CERVICAL W/DCMPRN SPI CORD 2/> VERT SEG,1
63055,TRANSPEDICULAR DCMPRN SPINAL CORD 1 SEG THORACIC,1
63195,LAM CORDOTOMY SCTJ 1 SPINOTHALMIC TRACT THORACIC,1
63252,LAM EXC/OCCLUSION AVM SPI CORD THORACOLUMBAR,1
63265,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL CERVICAL,1
63266,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL THORACIC,1
64886,NERVE GRAFT HEAD/NECK >4 CM,1
64892,NERVE GRAFT 1 STRAND ARM/LEG <4 CM,1
64893,NERVE GRAFT 1 STRAND ARM/LEG >4 CM,1
71101,RADEX RIBS UNI W/POSTEROANT CH MINIMUM 3 VIEWS,1
72074,RADEX SPINE THORACIC MINIMUM 4 VIEWS,1
72120,RADEX SPINE LUMBOSACRAL ONLY BENDING 2/3 VIEWS,1
72200,RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,1
72240,MYELOGRAPHY CERVICAL RS&I,1
78013,THYROID IMAGING WITH VASCULAR FLOW,1
78072,PARATHYROID IMAGING W/TOMOGRAPHIC SPECT & CT,1
81202,APC GENE ANALYSIS KNOWN FAMILIAL VARIANTS,1
81322,PTEN GENE ANALYSIS KNOWN FAMILIAL VARIANT,1
81326,PMP22 GENE ANALYSIS KNOWN FAMILIAL VARIANT,1
81500,ONCO (OVARIAN) BIOCHEMICAL ASSAY TWO PROTEINS,1
83775,ASSAY OF MALATE DEHYDROGENASE,1
85247,CLOTTING FACTOR VIII MULTIMETRIC ANALYSIS,1
85270,CLOTTING FACTOR XI PTA,1
85300,CLOTTING INHIBITORS ANTITHROMBIN III ACTIVITY,1
85301,CLOTTING INHIBITRS ANTITHROMBN III ANTIGEN ASSAY,1
85302,CLOTTING INHIBITORS PROTEIN C ANTIGEN,1
85305,CLOTTING INHIBITORS PROTEIN S TOTAL,1
86146,BETA 2 GLYCOPROTEIN I ANTIBODY EACH,1
86147,CARDIOLIPIN ANTIBODY EACH IG CLASS,1
86309,HETEROPHILE ANTIBODIES TITER,1
86406,PARTICLE AGGLUTINATION TITER EACH ANTIBODY,1
86430,RHEUMATOID FACTOR QUALITATIVE,1
86651,ANTIBODY ENCEPHALITIS CALIFORNIA LA CROSSE,1
86653,ANTIBODY ENCEPHALITIS ST. LOUIS,1
86692,ANTIBODY HEP DELTA AGENT,1
86694,ANTIBODY HERPES SMPLX NON-SPECIFIC TYPE TEST,1
86701,ANTIBODY HIV-1,1
86711,ANTIBODY JOHN CUNNINGHAM VIRUS,1
86829,ANTIBODY HLA CLASS I OR CLASS II ANTIGENS QUAL,1
86970,PRETX RBC ANTIBODY INCUBAT W/CHEM AGNTS/DRUGS EA,1
86976,PRETX SERUM RBC ANTIBODY IDENTIFICATION DILUTION,1
87536,IADNA HIV-1 QUANT & REVERSE TRANSCRIPTION,1
92015,DETERMINATION REFRACTIVE STATE,1
92601,ANALYSIS COCHLEAR IMPLT PT <7 YR PRGRMG,1
92603,ANALYSIS COCHLEAR IMPLT 7 YR/> PRGRMG,1
92921,PRQ TRLUML CORONARY ANGIOPLASTY ADDL BRANCH,1
93880,DUPLEX SCAN EXTRACRANIAL ART COMPL BI STUDY,1
95921,TSTG ANS FUNCJ CARDIOVAGAL INNERVAJ PARASYMP,1
98929,OSTEOPATHIC MANIPULATIVE TX 9-10 BODY REGIONS,1
99486,SUPERVISION INTERFACILITY TRANSPORT ADDL 30 MIN,1
1052F,TYPE ANATOMIC LOCATION AND ACTIVITY ALL ASSESSED,1
3112F,CT/MRI BRAIN DONE 24 HRS AFTER HOSP ARRIVAL,1
3493F,NO HIST NADIR CD4+ CELL CNT <350&AIDS CONDITION,1
5020F,TX SUMM RPRT COMMUN PHYS&PT 1 MO COMPLETE,1
0296T,EXT ECG > 48HR TO 21 DAY RCRD W/CONECT INTL RCRD,1
00561,ANES HRT PERICARD SAC&GREAT VSLS W/PMP OXTJ <1YR,1
01930,ANES VENOUS/LYMPHATIC NOS THER IVNTL RAD NOS,1
11300,SHAVING SKIN LESION 1 TRUNK/ARM/LEG DIAM 0.5CM/<,1
11308,SHAVING SKIN LESION 1 S/N/H/F/G DIAM >2.0 CM,1
11770,EXCISION PILONIDAL CYST/SINUS SIMPLE,1
11772,EXCISION PILONIDAL CYST/SINUS COMPLICATED,1
12035,REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,1
12037,REPAIR INTERMEDIATE S/A/T/E >30.0 CM,1
12041,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,1
12054,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,1
13151,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,1
14020,ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,1
14060,ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,1
15576,FRMJ DIRECT/TUBED PEDICLE W/WOTR E/N/E/L/NTRORAL,1
15839,EXCISION EXCESSIVE SKIN & SUBQ TISSUE OTHER AREA,1
15850,REMOVAL SUTURES UNDER ANESTHESIA SAME SURGEON,1
21141,RCNSTJ MIDFACE LEFORT I 1 PIECE W/O BONE GRAFT,1
21143,RCNSTJ MIDFACE LEFORT I 3/> PIECE W/O BONE GRAFT,1
21146,RCNSTJ MIDFACE LEFORT I 2 PIECES W/BONE GRAFTS,1
21154,RCNSTJ MIDFACE LEFORT III W/O LEFORT I,1
21339,OPEN TX NASOETHMOID FX W/EXTERNAL FIXATION,1
21366,OPEN TX COMP FRACTURE MALAR AREA W/BONE GRAFT,1
22207,OSTEOTOMY SPINE POSTERIOR 3 COLUMN LUMBAR,1
22224,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM LMBR,1
23473,REVIS SHOULDER ARTHRPLSTY HUMERAL/GLENOID COMPNT,1
24371,REVIS ELBOW ARTHRPLSTY HUMERAL&ULNA COMPNT,1
28890,ESWT HI NRG PHYS/QHP W/US GDN INVG PLNTAR FASCIA,1
32555,THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,1
33369,REPLACE AORTA VALVE W/BYP CNTRL ART/VENOUS APRCH,1
35518,BYPASS W/VEIN AXILLARY-AXILLARY,1
35531,BYPASS W/VEIN AORTOCELIAC/AORTOMESENTERIC,1
35536,BYPASS W/VEIN SPLENORENAL,1
35566,BYP FEM-ANT TIBL PST TIBL PRONEAL ART/OTH DSTL,1
35654,BYP OTH/THN VEIN AXILLARY-FEMORAL-FEMORAL,1
35663,BYP OTH/THN VEIN ILIOILIAC,1
35681,BYPASS COMPOSITE GRAFT PROSTHETIC & VEIN,1
36226,SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY,1
36405,VNPNXR <3 YEARS PHYS/QHP SKILL SCALP VEIN,1
38240,TRNSPLJ ALLOGENEIC HEMATOPOIETIC CELLS PER DONOR,1
63016,LAMINECTOMY W/O FFD > 2 VERT SEG THORACIC,1
63047,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT LUMBAR,1
63102,VERTEB CORPECT LAT XTRCAVITARY DCMPRN LMBR 1 SEG,1
63280,LAM BX/EXC ISPI NEO IDRL XMED CERVICAL,1
63285,LAM BX/EXC ISPI NEO IDRL IMED CERVICAL,1
63295,OSTPL RCNSTJ DORSAL SPI ELMNTS FLWG ISPI PX,1
63301,VCRPEC LES 1 SGM XDRL THORACIC TTHRC,1
63304,VERTEBRAL CORPECTOMY EXC LES 1 SEG IDRL CERVICAL,1
64890,NERVE GRAFT 1 STRAND HAND/FOOT </4 CM,1
64891,NRV GRF 1 STRAND HAND/FOOT >4 CM,1
64895,NERVE GRAFT MLT STRANDS HAND/FOOT </4 CM,1
72072,RADEX SPINE THORACIC 3 VIEWS,1
72110,RADEX SPINE LUMBOSACRAL MINIMUM 4 VIEWS,1
72265,MYELOGRAPY LUMBOSACRAL RS&I,1
81201,APC GENE ANALYSIS FULL GENE SEQUENCE,1
81235,EGFR GENE ANALYSIS COMMON VARIANTS,1
81324,PMP22 GENE ANAL DUPLICATION/DELETION ANALYSIS,1
81503,ONCO (OVARIAN) BIOCHEMICAL ASSAY FIVE PROTEINS,1
81506,ENDOCRINOLOGY BIOCHEMICAL ASSAY SEVEN ANAL,1
81508,FETAL CONGENITAL ABNOR ASSAY TWO PROTEINS,1
84081,PHOSPHATIDYLGLYCEROL,1
84402,ASSAY OF TESTOSTERONE FREE,1
85280,CLOTTING FACTOR XII HAGEMAN,1
85293,CLOTTING HI MOLEC WEIGHT KININOGEN ASSAY,1
86148,ANTI-PHOSPHATIDYLSERINE ANTIBODY,1
86308,HETEROPHILE ANTIBODIES SCREEN,1
86671,ANTIBODY FUNGUS NOT ELSEWHERE SPECIFIED,1
86709,HEPATITIS ANTIBODY HAAB IGM ANTIBODY,1
86723,ANTIBODY LISTERIA MONOCYTOGENES,1
86830,ANTIBODY HLA CLASS I PHENOTYPE PANEL QUALITATIVE,1
86832,ANTIBODY HLA CLASS I HIGH DEFINITION PANEL QUAL,1
87538,IADNA HIV-2 AMPLIFIED PROBE & REVERSE TRANSCRIPJ,1
87910,NFCT AGT GENOTYPE NUCLEIC ACID CYTOMEGALOVIRUS,1
92928,PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH,1
92938,PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL,1
93655,ICAR CATHETER ABLATION ARRHYTHMIA ADD ON,1
97605,NEGATIVE PRESSURE WOUND THERAPY DME </= 50 SQ CM,1
98927,OSTEOPATHIC MANIPULATIVE TX 5-6 BODY REGIONS,1
99487,CMPLX CHRON CARE MGMT W/O PT VST 1ST HR PER MO,1
99495,TRANSITIONAL CARE MANAGE SRVC 14 DAY DISCHARGE,1
1100F,PT FALLS ASSESS DOCD 2/> FALLS/FALL W/INJURY/YR,1
1134F,EPISODE BACK PAIN LASTING SIX WEEKS/<,1
1135F,EPISODE BACK PAIN LASTING >SIX WEEKS,1
3027F,SPIROMETRY TEST RESULTS FEV/FVC >/=70% W/O COPD,1
3520F,CLOSTRIDIUM DIFFICILE TESTING PERFORMED,1
01931,ANESTHESIA INTRAHEPATIC/PORTAL THER IVNTL RAD,1
11302,SHVG SKN LESION 1 TRUNK/ARM/LEG DIAM 1.1-2.0 CM,1
11303,SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM >2.0 CM,1
11307,SHAVING SKIN LESION 1 S/N/H/F/G DIAM 1.1-2.0 CM,1
11310,SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,1
11312,SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,1
11446,EXC B9 LESION MRGN XCP SK TG F/E/E/N/L/M > 4.0CM,1
11620,EXCISION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,1
11771,EXCISION PILONIDAL CYST/SINUS EXTENSIVE,1
11976,REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,1
12011,SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,1
12031,REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,1
12047,REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,1
12051,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,1
12055,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,1
13120,REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,1
13121,REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,1
13153,REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/<,1
14040,ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,1
15781,DERMABRASION SEGMENTAL FACE,1
15836,EXCISION EXCESSIVE SKIN & SUBQ TISSUE ARM,1
15837,EXC EXCESSIVE SKIN &SUBQ TISSUE FOREARM/HAND,1
15878,SUCTION ASSISTED LIPECTOMY UPPER EXTREMITY,1
15879,SUCTION ASSISTED LIPECTOMY LOWER EXTREMITY,1
21142,RCNSTJ MIDFACE LEFORT I 2 PIECES W/O BONE GRAFT,1
21159,RCNSTJ MIDFACE LEFORT III W/FHD W/O LEFORT I,1
21315,CLOSED TX NASAL FRACTURE W/O STABILIZATION,1
21335,OPEN TX NASAL FX W/CONCOMITANT OPTX FXD SEPTUM,1
21338,OPEN TX NASOETHMOID FX W/O EXTERNAL FIXATION,1
21345,CLOSED TX NASOMAXILLARY COMPLEX FRACTURE,1
22015,I&D DEEP ABSCESS PST SPINE LUMBAR SAC/LUMBOSAC,1
22208,OSTEOTOMY SPINE POSTERIOR 3 COLUMN EA ADDL SGM,1
22216,OSTEOT SPI PST/PSTLAT APPR 1 VRT SGM EA VRT SGM,1
22222,OSTEOTOMY SPINE W/DSKC ANT APPR 1 VRT SGM THRC,1
24370,REVIS ELBOW ARTHRPLSTY HUMERAL/ULNA COMPNT,1
31647,BRNCHSC OCCLUSION&INSERT BRONCH VALVE INIT LOBE,1
31661,BRONCHOSCOPIC THERMOPLASTY 2/> LOBES,1
32701,THORAX STEREOTACTIC RADIATION TARGET W/TX COURSE,1
33361,REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH,1
33367,REPLACE AORTIC VALVE W/BYP PRQ ART/VENOUS APPRCH,1
35510,BYPASS W/VEIN CAROTID-BRACHIAL,1
35556,BYPASS W/VEIN FEMORAL-POPLITEAL,1
35612,BYP OTH/THN VEIN SUBCLAVIAN-SUBCLAVIAN,1
35621,BYP OTH/THN VEIN AXILLARY-FEMORAL,1
35633,BYPASS GRAFT W/OTHER THAN VEIN ILIO-MESENTERIC,1
35650,BYP OTH/THN VEIN AXILLARY-AXILLARY,1
36406,VNPNXR <3 YEARS PHYS/QHP SKILL OTHER VEIN,1
36410,VNPNXR 3 YEARS/> PHYS/QHP SKILL,1
37197,PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING,1
37212,THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX,1
43206,ESOPHAGOSCOPY TRANSORAL W/OPTICAL ENDOMICROSCOPY,1
63017,LAMINECTOMY W/O FFD > 2 VERT SEG LUMBAR,1
63064,COSTOVERTEBRAL DCMPRN SPINAL CORD THORACIC 1 SEG,1
63085,VERTEBRAL CORPECTOMY DCMPRN CORD THORACIC 1 SEG,1
63185,LAMINECTOMY W/RHIZOTOMY 1/2 SEGMENTS,1
63199,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES THORACIC,1
63270,LAM EXC ISPI LES OTH/THN NEO IDRL CERVICAL,1
63275,LAMINECTOMY BX/EXC ISPI NEO XDRL CERVICAL,1
63276,LAMINECTOMY BX/EXC ISPI NEO XDRL THORACIC,1
63281,LAM BX/EXC ISPI NEO IDRL XMED THORACIC,1
63283,LAM BX/EXC ISPI NEO IDRL SACRAL,1
63287,LAM BX/EXC ISPI NEO IDRL IMED THORACOLMBR,1
63305,VERTEBRAL CORPECTOMY LES 1 SEG IDRL THRC TTHRC,1
63306,VERTEBRL CORPECT LES 1 SEG IDRL THRC THORACOLMBR,1
63307,VCRPEC LES 1 SEG IDRL LMBR/SAC TRANSPRTL/RPR,1
64820,SYMPATHECTOMY DIGITAL ARTERIES EACH DIGIT,1
70552,MRI BRAIN BRAIN STEM W/CONTRAST MATERIAL,1
71110,RADEX RIBS BILATERAL 3 VIEWS,1
72050,RADEX SPINE CERVICAL 4 OR 5 VIEWS,1
72285,DISKOGRAPY CERVICAL/THORACIC RS&I,1
75872,VENOGRAPHY EPIDURAL RS&I,1
76377,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,1
78014,THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS,1
78075,ADRENAL IMAGING CORTEX &/MEDULLA,1
83150,ASSAY OF HOMOVANILLIC ACID,1
83491,HYDROXYCORTICOSTEROIDS 17,1
83498,ASSAY OF HYDROXYPROGESTERONE 17-D,1
84445,THYROID STIMULATING IMMUNE GLOBULINS TSI,1
85210,CLOTTING FACTOR II PROTHROMBIN SPECIFIC,1
85230,CLOTTING FACTOR VII PROCONVERTIN STABLE FACTOR,1
85240,CLOTTING FACTOR VIII AHG 1 STAGE,1
85475,HEMOLYSIN ACID,1
86677,ANTIBODY HELICOBACTER PYLORI,1
86828,ANTIBODY HLA CLASS I & CLASS II ANTIGENS QUAL,1
86971,PRETX RBC ANTIBODY INCUBAT W/ENZYMES EACH,1
90715,TDAP VACCINE 7 YRS/> IM,1
90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,1
90839,PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES,1
90963,ESRD SVC HOME DIALYSIS FULL MONTH <2YR OLD,1
92340,FITTING SPECTACLES XCPT APHAKIA MONOFOCAL,1
92341,FITTING SPECTACLES XCPT APHAKIA BIFOCAL,1
92943,PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL,1
95018,ALLG TEST PERQ & IC DRUG/BIOL IMMED REACT W/I&R,1
95130,PROF SVCS ALLG IMMNTX W/PRV XTRC 1 STING INSECT,1
95131,PROF SVCS ALLG IMMNTX W/PRV XTRC 2 STING INSECT,1
95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,1
98925,OSTEOPATHIC MANIPULATIVE TX 1-2 BODY REGIONS,1
99366,TEAM CONFERENCE FACE-TO-FACE NONPHYSICIAN,1
99441,PHYS/QHP TELEPHONE EVALUATION 5-10 MIN,1
99443,PHYS/QHP TELEPHONE EVALUATION 21-30 MIN,1
0529F,INTRVL 3/> YRS PTS LAST COLONOSCOPY DOCD,1
3025F,SPIROMETRY TEST RESULTS FEV/FVC <70% W/COPD,1
3037F,OXYGEN SATURATION >88%/PAO2 >55 MM HG,1
0295T,EXT ECG > 48HR TO 21 DAY RCRD SCAN ANLYS REP R&I,1
0297T,EXT ECG > 48HR TO 21 DAY SCAN ANALYSIS W/REPORT,1
