CPT code,String
61645,PERQ ART TRLUML M-THROMBEC &/NFS INTRACRANIAL
81433,HEREDITARY BRST CA-RELATED DUP/DEL ANALYSIS
81538,ONCOLOGY LUNG MS 8-PROTEIN SIGNATURE
81545,ONCOLOGY THYROID GENE EXPRESSION 142 GENES
88341,IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE
90625,CHOLERA VACCINE ADULT 1 DOSE LIVE FOR ORAL USE
90668,IIV VACCINE PANDEMIC FOR INTRAMUSCULAR USE
90681,RV1 VACCINE 2 DOSE SCHEDULE LIVE FOR ORAL USE
96931,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ I&R 1ST
96934,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ I&R ADD
10036,PERQ SFT TISS LOC DEVICE PLMT ADD LES W/GDNCE
47532,NJX CHOLANGIO PRQ W/IMG GID RS&I NEW ACCESS
73522,RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS
74241,RADEX GI TRACT UPPER W/WO DELAYED IMAGES W/KUB
74712,FETAL MRI W/PLACNTL MATRNL PLVC IMG SING/1ST GES
81490,AUTOIMMUNE RHEUMATOID ARTHRTS ANALYS 12 BIOMRKRS
87430,IAAD IA STREPTOCOCCUS GROUP A
90670,PCV13 VACCINE FOR INTRAMUSCULAR USE
90696,DTAP-IPV VACCINE CHILD 4-6 YRS FOR IM USE
90740,HEPB VACCINE DIALYSIS/IMMUNSUP PAT 3 DOSE IM
4194F,PATIENT RCVNG >= 10 MG DAILY PREDNISONE
0401T,MULTI-SPECTRAL DIGITAL SKIN LES ANALYSIS 6+ LES
49185,SCLEROTHERAPY FLUID COLLECTION PRQ W/IMG GID
50435,EXCHANGE NEPHROSTOMY CATHETER PRQ W/IMG GID RS&I
50706,BALLOON DILAT URETERAL STRICTURE W/IMG GID RS&I
64462,PVB THORACIC SECOND & ADDL INJ SITE W/IMG GID
67228,TREATMENT EXTENSIVE RETINOPATHY PHOTOCOAGULATION
82542,COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC
87301,IAAD IA ADENOVIRUS ENTERIC TYP 40/41
90653,IIV ADJUVANTED VACCINE FOR INTRAMUSCULAR USE
90673,RIV3 VACCINE PRESERVATIVE FREE FOR IM USE
96935,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ EA ADDL
61651,EVASC INTRACRANIAL PROLNG ADMN RX AGENT ART ADDL
72080,RADEX SPINE THORACOLUMBAR JUNCTION MIN 2 VIEWS
73521,RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS
73551,RADIOLOGIC EXAMINATION FEMUR 1 VIEW
80081,OBSTETRIC PANEL
81170,ABL1 GENE ANALYSIS KINASE DOMAIN VARIANTS
81493,COR ART DISEASE MRNA GENE EXPRESSION 23 GENES
83789,MASS SPECT&TANDEM MASS SPECT NONDRG ANAL NES EA
87320,IAAD IA CHLAMYDIA TRACHOMATIS
87400,IAAD IA INFLUENZA A/B EACH
88342,IMHISTOCHEM/CYTCHM 1ST ANTIBODY STAIN PROCEDURE
90632,HEPA VACCINE ADULT DOSE FOR INTRAMUSCULAR USE
90680,RV5 VACCINE 3 DOSE SCHEDULE LIVE FOR ORAL USE
0399T,MYOCARDIAL STRAIN IMAGING QUAN ASSMT
0404T,TRANSCERVICAL UTERINE FIBROID ABLTJ W/US GDN RF
31652,BRNCHSC EBUS GUIDED SAMPL 1/2 NODE STATION/STRUX
37186,SEC PRQ TRLUML THRMBC N-CORONARY N-INTRACRANIAL
50430,NJX PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCESS
50525,CLSR NEPHROVISCERAL FISTULA W/VISC RPR ABDL APPR
50693,PLMT URTRL STENT PRQ PRE-EXISTING NFROS TRACT
81438,HEREDTRY NURONDCRN TUM DSRDRS DUP/DEL ANALYSIS
81442,NOONAN SPECTRUM DISORDERS GEN SEQ ANALYS 12 GEN
81595,CARDIOLOGY HRT TRNSPL MRNA GENE EXPRESS 20 GENES
87328,IAAD IA CRYPTOSPORIDIUM
87391,IAAD IA HIV-2
90633,HEPA VACCINE 2 DOSE SCHEDULE PED/ADOLESC IM USE
90649,4VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE
90667,IIV VACCINE PANDEMIC ADJUVANT FOR IM USE
99355,PROLNG E&M/PSYCTX SVC OFFICE O/P DIR CON ADDL 30
4193F,PATIENT RCVNG <10 MG DAILY PREDNISONE
22859,INSJ BIOMCHN DEV NTRVRT DISC SPACE W/O ARTHRD
22867,INSJ STABLJ DEV W/DCMPRN LUMBAR SINGLE LEVEL
22870,INSJ STABLJ DEV W/O DCMPRN LUMBAR SECOND LEVEL
31551,LARYNGOPLASTY LARYNGEAL STEN W/O STENT < 12 YRS
37249,TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN
62323,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN
62326,NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN
76706,US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA
83704,LIPOPROTEIN BLOOD QUAN NUMBERS & SUBCLASSES
90832,PSYCHOTHERAPY W/PATIENT 30 MINUTES
90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES
97172,ATHLETIC TRAINING RE-EVAL EST PLAN CARE 20 MINS
99157,MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS
0422T,TACTILE BREAST IMG COMPUTER-AIDED SENSORS UNI/BI
0425T,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA SENSING LEAD
0426T,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA STIMJ LEAD
0460T,REPOS AORTIC VENTR DEV SUBCUTANEOUS ELECTRODE
0461T,REPOS AORTIC VENTR DEV SUBQ ELECT CONTRPULSJ DEV
20245,BIOPSY BONE OPEN DEEP
31572,LARYNGOSCOPY FLEXIBLE ABLATJ DESTJ LESION(S) UNI
31580,LARYNGOPLASTY LARYN WEB W/KEEL STENT INSERTION
33390,VALVULOPLASTY AORTIC VALVE OPEN CARD BYP SIMPLE
36907,TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I
36908,STENT PLMT CENTRAL DIAYLSIS SEG PFRMD DIAL CIR
37246,TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART
62321,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN
80305,DRUG TEST PRSMV READ DIRECT OPTICAL OBS PR DATE
80306,DRUG TST PRSMV READ INSTRMNT ASSTD DIR OPT OBS
81539,ONCOLOGY PROSTATE BIOCHEMICAL ASSAY 4 PROTEINS
92240,INDOCYANINE-GREEN ANGRPH W/MULTIFRAME I&R UNI/BI
99153,MOD SED SAME PHYS/QHP EACH ADDL 15 MINS
99156,MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS
0423T,SECRETORY TYPE II PHOSPHOLIPASE A2 (SPLA2-IIA)
0450T,INSJ AQUEOUS DRAIN DEV W/O EO RSVR EACH ADDL DEV
0452T,INSJ/RPLCMT IMPLTBL AORTIC VENTR VASC HEMO SEAL
0459T,RELOCAJ RPLCMT AORTIC VENTR MECHANO-ELECTRODE
0463T,INTERROG EVAL IMPLT AORTIC VENTR SYS PER DAY
27198,CLSD TX PELVIC RING FX W/MANIPULATION W/ANES
31552,LARYNGOPLASTY LARYNGEAL STEN W/O STENT 12 YRS >
31553,LARYNGOPLASTY LARYNGEAL STEN W/STENT < 12 YRS
36474,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM SBSQ VEINS
58674,LAPS ABLTJ UTERINE FIBROIDS W/INTRAOP US GDN
62320,NJX DX/THER SBST INTRLMNR CRV/THRC W/O IMG GDN
62325,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN
87483,CNS DNA/RNA AMP PROBE MULTIPLE SUBTYPES 12-25
90657,IIV3 VACCINE SPLIT VIRUS 0.25 ML DOSAGE IM USE
96160,PT-FOCUSED HLTH RISK ASSMT SCORE DOC STND INSTRM
96161,CAREGIVER HLTH RISK ASSMT SCORE DOC STND INSTRM
97165,OCCUPATIONAL THERAPY EVAL LOW COMPLEX 30 MINS
0429T,REMOVAL NSTIM SYSTEM SLEEP APNEA SENSING LEAD
0436T,PRGRMG EVAL NSTIM PLS GEN SYS SLEEP APNEA STUDY
0453T,INSJ/RPLCMT IMPLTBL AORTIC VENTR MECHANO-ELEC
22868,INSJ STABLJ DEV W/DCMPRN LUMBAR SECOND LEVEL
28292,CORRJ HALLUX VALGUS W/SESMDC W/RESCJ PROX PHAL
28298,CORRJ HALLUX VALGUS W/SESMDC W/PROX PHLNX OSTEOT
28299,CORRJ HALLUX VALGUS W/SESMDC W/2 OSTEOT
33340,PERQ CLSR TCAT L ATR APNDGE W/ENDOCARDIAL IMPLNT
36473,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN
36903,INTRO CATH DIALYSIS CIRCUIT W/TCAT PLMT IV STENT
36904,PERQ THRMBC/NFS DIALYSIS CIRCUIT IMG DX ANGRPH
67101,RPR RETINAL DTCHMNT DRG SUBRETINAL FLUID CRTX
83018,HEAVY METAL QUANTIATIVE EACH NES
92235,FLUORESCEIN ANGRPH W/MULTIFRAME I&R UNI/BI
0454T,INSJ/RPLCMT IMPLTBL AORTIC VENTR SUBQ ELECTRODE
0455T,REMVL PERM IMPLT AORTIC VENTR COMPLETE SYSTEM
28291,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/IMPLT
33406,RPLCMT AORTIC VALVE OPN ALLOGRAFT VALVE FREEHAND
36909,DIALYIS CIRCUIT VASC EMBOLI OCCLS EVASC IMG S&I
77065,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ UNI
80307,DRUG TST PRSMV INSTRMNT CHEM ANALYZERS PR DATE
81422,FETAL CHROMOSOMAL MICRODELTJ GENOMIC SEQ ANALYS
84410,ASSAY BIOVLBL TESTOSTERONE DIRECT MEASUREMENT
90655,IIV3 VACC PRESRV FREE 0.25 ML DOSAGE IM USE
90656,IIV3 VACC PRESERVATIVE FREE 0.5 ML DOSAGE IM USE
90658,IIV3 VACCINE SPLIT VIRUS 0.5 ML DOSAGE IM USE
90836,PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 45 MIN
0416T,RELOC SKIN POCKET CARDIAC MODULJ PULSE GENERATOR
0419T,DSTRJ NEUROFIBROMA XTNSV FACE HEAD NECK >50
0440T,ABLTJ PERC CRYOABLTJ IMG GDN UXTR/PERPH NERVE
28295,CORRJ HALLUX VALGUS W/SESMDC W/PROX METAR OSTEOT
81413,CAR ION CHNNLPATH GENOMIC SEQ ALYS INC 10 GNS
90734,MCV4/MENACWY CONJ VACC GRPS ACYW-135 IM USE
90847,FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS
92613,FLEXIBLE ENDOSCOPIC EVAL SWALLOW C/V REC I&R
97166,OCCUPATIONAL THERAPY EVAL MOD COMPLEX 45 MINS
0415T,REPOS CARDIAC MODULJ TRANSVENOUS ELECTRODE
0420T,DSTRJ NEUROFIBROMA XTNSV TRNK EXTREMITIES >100
0430T,REMOVAL NSTIM SYSTEM SLEEP APNEA STIMJ LEAD
22854,INSJ BIOMCHN DEV VRT CORPECTOMY DEFECT W/ARTHRD
62380,NDSC DCMPRN SPINAL CORD 1 W/LAMOT NTRSPC LUMBAR
90834,PSYCHOTHERAPY W/PATIENT 45 MINUTES
92612,FLEXIBLE ENDOSCOPIC EVAL SWALLOW C/V REC
92617,FLEXIBLE NDSC EVAL SWLNG&LARYN SENS C/V I&R
92978,ENDOLUMINAL CORONARY IVUS OCT I&R INITIAL VESSEL
93591,PERQ TRANSCATH CLS PARAVALVR LEAK 1 AORTIC VALVE
97161,PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS
0411T,INSJ/RPLC CAR MODULJ SYS VENTR ELECTRODE ONLY
0441T,ABLTJ PERC CRYOABLTJ IMG GDN LXTR/PERPH NERVE
28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF
31574,LARYNGOSCOPY FLEXIBLE W/INJECTION AGMNTJ UNI
31579,LARYNGOSCOPY FLX/RGD TELESCOPIC W/STROBOSCOPY
31554,LARYNGOPLASTY LARYNGEAL STEN W/STENT 12 YRS >
33410,RPLCMT AORTIC VALVE OPN W/STENTLESS TISSUE VALVE
43285,REMOVAL ESOPHAGEAL SPHINCTER AGMNTJ DEVICE
77066,DIAGNOSTIC MAMMOGRAPHY COMPUTER-AIDED DETCJ BI
90686,IIV4 VACC PRESRV FREE 0.5 ML DOS FOR IM USE
90687,IIV4 VACC SPLIT VIRUS 0.25 ML DOS FOR IM USE
93592,PERQ TRANSCATH CLS PARAVALVR LEAK EACH OCCLS DEV
97167,OCCUPATIONAL THERAPY EVAL HIGH COMPLEX 60 MINS
99152,MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS
0408T,INSJ/RPLC CAR MODULJ SYS PLS GEN TRANSVNS ELTRD
0442T,ABLTJ PERC CRYOABLTJ IMG GDN NRV PLEX/TRNCL NRV
0457T,REMVL PERM IMPLT AORTIC VENTR MECHANO-ELEC
36902,INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP
62322,NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN
67105,RPR RETINAL DTCHMNT DRG SUBRETINAL FLUID PC
90674,CCIIV4 VACCINE PRESERVATIVE FREE 0.5 ML IM USE
0412T,REMOVAL CARDIAC MODULJ SYS PLS GENERATOR ONLY
0427T,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA PLS GENERATOR
0432T,REPOS NSTIM SYSTEM SLEEP APNEA STIMJ LEAD
22869,INSJ STABLJ DEV W/O DCMPRN LUMBAR SINGLE LEVEL
27197,CLSD TX PELVIC RING FX W/O MANIPULATION
31577,LARYNGOSCOPY FLX RMVL FOREIGN BODY(S)
62324,NJX DX/THER SBST INTRLMNR CRV/THRC W/O IMG GDN
90838,PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 60 MIN
96377,APPL ON-BODY INJECTOR FOR TIMED SUBQ INJECTION
0409T,INSJ/RPLC CARDIAC MODULJ SYS PLS GENERATOR ONLY
0445T,SBSQ PLMT DRUG ELUTING OCULAR INSERT UNI/BI
0447T,RMVL IMPLTBL GLUCOSE SENSOR SUBQ POCKET VIA INC
22853,INSJ BIOMCHN DEV INTERVERTEBRAL DSC SPC W/ARTHRD
28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT
33405,RPLCMT PROST AORTIC VALVE OPEN XCP HOMOGRF/STENT
36456,PRTL EXCHANGE TRANSFUSE BLOOD/PLSM/CRYST NEWBORN
36901,INTRO CATH DIALYSIS CIRCUIT DX ANGRPH FLUOR S&I
36905,PERQ THRMBC/NFS DIAL CIRCUIT TRLUML BALO ANGIOP
36906,PERQ THRMBC/NFS DIAL CIRCUIT TCAT PLMT IV STENT
90661,CCIIV3 VACCINE PRESERVATIVE FREE 0.5 ML IM USE
92615,FLEXIBLE ENDOSCOPIC EVAL LARYN SENS C/V REC I&R
99155,MOD SED OTHER PHYS/QHP INITIAL 15 MINS <5 YRS
0434T,INTERRO DEV EVAL NSTIM PLS GEN SYS SLEEP APNEA
0444T,INITIAL PLMT DRUG ELUTING OCULAR INSERT UNI/BI
0456T,REMVL PERM IMPLT AORTIC VENTR VASC HEMO SEAL
0462T,PRGRMG EVAL MECH-ELEC AORTIC VENTR SYS PER DAY
37247,TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART
62327,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN
90688,IIV4 VACC SPLIT VIRUS 0.5 ML DOS FOR IM USE
93590,PERQ TRANSCATH CLS PARAVALVR LEAK 1 MITRAL VALVE
0414T,RMVL & RPL CARDIAC MODULJ SYS PLS GENERATOR ONLY
0435T,PRGRMG EVAL NSTIM PLS GEN SYS SLEEP APNEA 1 SESS
0437T,IMPLTJ NONBIOL/SYNTH IMPLT FASC RNFCMT ABDL WALL
31573,LARYNGOSCOPY FLEXIBLE THERAPEUTIC INJECTION UNI
31578,LARYNGOSCOPY FLEXIBLE RMVL LESION(S) NON-LASER
31584,LARYNGOPLASTY W/OPEN REDUCTION FRACTURE W/TRACHS
31591,LARYNGOPLASTY MEDIALIZATION UNLIATERAL
37248,TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN
83015,HEAVY METAL QUALITATIVE ANY ANALYTES
90833,PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 30 MIN
92614,FLEXIBLE ENDOSCOPIC EVAL LARYN SENSORY C/V REC
97169,ATHLETIC TRAINING EVAL LOW COMPLEX 15 MINS
0417T,PRGRMG DEVICE EVALUATION CARDIAC MODULJ SYSTEM
0421T,TRANSURETHRAL WATERJET ABLATION PROSTATE COMPL
0446T,CRTJ SUBQ INSJ IMPLTBL GLUCOSE SENSOR SYS TRAIN
0451T,INSJ/RPLCMT IMPLTBL AORTIC VENTR COMPLETE SYSTEM
81414,CAR ION CHNNLPATH DUP/DEL GN ALYS PANEL 2 GENES
90644,HIB-MENCY VACC 4 DOSE SCHED 6 WKS-18 MONTHS IM
92242,FLUORESCEIN ICG ANGRPH W/MULTIFRAME I&R UNI/BI
97162,PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS
97163,PHYSICAL THERAPY EVALUATION HIGH COMPLEX 45 MINS
97168,OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS
99151,MOD SED SAME PHYS/QHP INITIAL 15 MINS <5 YRS
0410T,INSJ/RPLC CARDIAC MODULJ SYS ATR ELECTRODE ONLY
0424T,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA COMPLETE
0439T,MYOCARDIAL PERFUSION ECHO ISCHM/VIABILITY ASSMT
0449T,INSJ AQUEOUS DRAIN DEV W/O EO RSVR INITIAL DEV
28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT
31592,CRICOTRACHEAL RESECTION
43284,LAPS ESOPHGL SPHNCTR AGMNTJ PLMT DEV CRRPL
77067,SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD
90685,IIV4 VACC PRSRV FREE 0.25 ML DOS FOR IM USE
90846,FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS
92979,ENDOLUMINAL CORONARY IVUS OCT I&R ADDL VESSEL
97170,ATHLETIC TRAINING EVAL MOD COMPLEX 30 MINS
97171,ATHLETIC TRAINING EVAL HIGH COMPLEX 45 MINS
0413T,REMOVAL CARDIAC MODULJ SYS TRANSVENOUS ELECTRODE
0428T,REMOVAL NSTIM SYSTEM SLEEP APNEA PLS GENERATOR
0443T,R-T SPCTRL ALYS PRST8 TISS FLUORESCENC SPCTRSCPY
0458T,REMVL PERM IMPLT AORTIC VENTR SUBQ ELECTRODE
20240,BIOPSY BONE OPEN SUPERFICIAL
31587,LARYNGOPLASTY CRICOID SPLIT W/O GRAFT PLACEMENT
33391,VALVULOPLASTY AORTIC VALVE OPEN CARD BYP COMPLEX
97164,PHYSICAL THERAPY RE-EVAL EST PLAN CARE 20 MINS
0418T,INTERRO DEVICE EVALUATION CARDIAC MODULJ SYSTEM
0431T,RMVL/RPLC NSTIM SYSTEM SLEEP APNEA PLS GENERATOR
0433T,REPOS NSTIM SYSTEM SLEEP APNEA SENSING LEAD
0448T,RMVL INSJ IMPLTBL GLUC SENSOR DIF ANATOMIC SITE
90651,9VHPV VACC 2/3 DOSE SCHED IM USE
0466T,INSRT CH WALL RESPIR ELTRD & CONJ PULSE GEN
0476T,REC FTL CAR SGL PT REC SCAN W/RAW ELEC TR DATA
90682,RIV4 VACC RECOMBINANT DNA PRSRV ANTIBIO FREE IM
0464T,VISUAL EP TESTING FOR GLAUCOMA W/INTERPJ & REPRT
14302,ADJT TIS TRNSFR/REARGMT DEFEC EA ADDL 30 SQCM
0001U,RBC DNA HEA 35 AG 11 BLD GRP WHL BLD CMN ALLEL
90621,MENB-FHBP RECOMBNT LIPOPROTEIN VACC 2/3 DOSE IM
0470T,OCT SKN IMG ACQUISJ I&R 1ST LES
0471T,OCT SKN IMG ACQUISJ I&R EA ADDL LES
92602,ANALYSIS COCHLEAR IMPLT PT <7 YR SBSQ REPRGRMG
0468T,REMOVAL CHEST WALL RESPIRATORY ELTRODE/ARRAY
0474T,INSJ ANT SEG AQUEOUS DRG DEV W/IO RSVR
0003U,ONC OVARIAN ASSAY 5 PROTEINS SERUM ALG SCOR
0475T,REC FTL CAR SGL 3 CH PT REC & STRG DATA SCN I&R
90620,MENB-4C RECOMBNT PROT & OUTER MEMB VESIC VACC IM
0472T,DEV INTERR PRGRMG IO RTA ELTRD RA W/ADJ & REPRT
11403,EXC B9 LESION MRGN XCP SK TG T/A/L 2.1-3.0 CM
0002U,ONC CLRCT QUAN 3 UR METABOLITES ALG ADNMTS PLP
0469T,RTA POLARIZE SCAN OC SCR W/ONSITE AUTO RSLT BI
0473T,DEV INTERR REPRGRMG IO RTA ELTRD RA W/REPRT
0478T,REC FTL CAR SGL 3 CH REVIEW I&R
90587,DENGUE VACC QUAD LIVE 3 DOSE SCHEDULE SUBQ USE
0465T,SUPCHRDL NJX OF RX AGT W/O SUPPLY OF MEDICATION
0467T,REVJ/RPLMNT CH WAL RESPIR ELTRD & CONJ PULSE GEN
0477T,REC FTL CAR SGL 3 CH SGL XTRJ TECHL ALYS
15730,MIDFACE FLAP W/PRESERVATION OF VASCULAR PEDICLES
31253,NASAL/SINUS NDSC TOT W/FRNT SINS EXPL TISS RMVL
31255,NASAL/SINUS NDSC W/TOTAL ETHOIDECTOMY
33927,IMPLTJ TOTAL RPLCMT HEART SYS W/RCP CARDIECTOMY
33929,REMOVAL TOTAL RPLCMT HEART SYS FOR HEART TRNSPL
34834,OPN BRACHIAL ARTERY EXPOS DLVR EVASC PROSTH UNI
43288,ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ
71046,RADIOLOGIC EXAM CHEST 2 VIEWS
74018,RADIOLOGIC EXAM ABDOMEN 1 VIEW
74021,RADIOLOGIC EXAM ABDOMEN 3+ VIEWS
81105,HPA-1 GENOTYPING GENE ANALYSIS COMMON VARIANT
81175,ASXL1 GENE ANALYSIS FULL GENE SEQUENCE
81232,DYPD GENE ANALYSIS COMMON VARIANTS
81249,G6PD GENE ANALYSIS FULL GENE SEQUENCE
81283,IFNL3 GENE ANALYSIS RS12979860 VARIANT
81346,TYMS GENE ANALYSIS COMMON VARIANTS
81363,HBB DUPLICATION/DELETION VARIANTS
81551,ONC PRST8 PRMTR METHYLATION PRFL R-T PCR 3 GENES
87634,IADNA DNA/RNA RSV AMPLIFIED PROBE TECHNIQUE
0010U,NFCT DS STRN TYP WHL GENOME SEQUENCING PR ISOL
0013U,ONC SLD ORGN NEO GENE REARGMT DNA FRSH FRZN TISS
0017U,ONC HMTLMF NEO JAK2 MUTATION DNA BLD/BNE MARROW
97127,THERAPEUTIC IVNTJ W/FOCUS ON COGNITIVE FUNCTION
0487T,TRANSVAGINAL BIOMECHANICAL MAPPING W/REPORT
0498T,XTRNL PT ACT ECG W/O ATTN MNTR R&I PR 30 DAYS
31254,NASAL/SINUS NDSC W/PARTIAL ETHMOIDECTOMY
31257,NASAL/SINUS NDSC TOTAL WITH SPHENOIDOTOMY
31646,BRONCHOSCOPY W/THER ASPIR TRACHBRNCL TREE SBSQ
34704,EVASC RPR DPLMNT AORTO-UN-ILIAC NDGFT RPT
34706,EVASC RPR DPLMNT AORTO-BI-ILIAC NDGFT RPT
34708,EVASC RPR DPLMNT ILIO-ILIAC NDGFT RPT
36140,INTRO OF NEEDLE OR INTRACATHETER UPR/LXTR ARTERY
57240,ANTERIOR COLPORRAPHY RPR CYSTOCELE W/CYSTO
76098,RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN
81120,IDH1 COMMON VARIANTS
81176,ASXL1 GENE ANALYSIS TARGETED SEQ ANALYSIS
81269,HBA1/HBA2 GENE ANALYSIS DUP/DEL VARIANTS
81328,SLCO1B1 GENE ANALYSIS COMMON VARIANTS
81439,HEREDITARY CARDIOMYOPATHY GEN SEQ ANALYS 5 GEN
81541,ONC PRST8 MRNA GENE XPRSN PRFL RT-PCR 46 GENES
0008U,HPYLORI DETECTION & ANTIBIOTIC RESISTANCE DNA
0012U,GERMLN DO GENE REARGMT DETCJ DNA WHOLE BLOOD
95251,CONTINUOUS GLUCOSE MONITORING ANALYSIS I&R
96574,DEBRIDEMENT PRMLG HYPERKERATOTIC LES W/PDT
99492,1ST PSYCHIATRIC COLLAB CARE MGMT 1ST 70 MINS
99493,SBSQ PSYCHIATRIC COLLAB CARE MGMT 1ST 60 MINS
99494,1ST/SBSQ PSYCH COLLAB CARE MGMT EA ADDL 30 MINS
0488T,DIABETES PREV ONLINE/ELECTRONIC PRGRM PR 30 DAYS
0482T,ABSOLUTE QUAN MYOCARD BLD FLO PET STRESS & REST
0497T,XTRNL PT ACT ECG W/O ATTN MNTR IN-OFFICE CONN
0501T,COR FFR DERIVED CTA DATA ASSESS COR ART DISEASE
0503T,COR FFR CTA DATA ALYS & GNRJ ESTIMATED FFR MODEL
17250,CHEMICAL CAUTERIZATION OF GRANULATION TISSUE
31241,NASAL/SINUS NDSC W/LIG SPHENOPALATINE ARTERY
31298,NASAL/SINUS NDSC W/FRONTAL & SPHEN SINS DILATION
32994,ABLATION THER 1+ PULM TUMORS PERQ CRYOABLATION
34705,EVASC RPR DPLMNT AORTO-BI-ILIAC NDGFT
34709,PLACEMENT XTN PROSTH FOR ENDOVASCULAR RPR
34711,DLYD PLACEMENT XTN PROSTH FOR EVASC RPR EA ADDL
34714,OPN FEM ART EXPOS W/CNDT CRTJ DLVR EVASC PROSTH
34812,OPN FEM ART EXPOS DLVR EVASC PROSTH UNI
36482,ENDOVEN ABLTI THER CHEM ADHESIVE 1ST VEIN
36483,ENDOVEN ABLTI THER CHEM ADHESIVE SBSQ VEIN
36516,THER APHERESIS W/EXTRACORPOREAL IMMUNOADSORPTION
38222,DIAGNOSTIC BONE MARROW BIOPSIES & ASPIRATIONS
38573,LAPS W/BI TOT PEL LMPHADEC & OMNTC LYMPH BX
57265,CMBND ANTERPOST COLPORRAPHY W/CYSTO W/NTRCL RPR
62291,INJECTION PX DISCOGRPHY EA LVL CERVICAL/THORACIC
81107,HPA-3 GENOTYPING GENE ANALYSIS COMMON VARIANT
81110,HPA-6 GENOTYPING GENE ANALYSIS COMMON VARIANT
81238,F9 FULL GENE SEQUENCE
81520,ONC BREAST MRNA GENE XPRSN PRFL HYBRD 58 GENES
94617,EXERCISE TEST FOR BRONCHOSPASM
95930,VISUAL EP TESTING CNS EXCEPT GLAUCOMA W/I&R
97761,PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS
99483,ASSMT & CARE PLANNING PT W/COGNITIVE IMPAIRMENT
0333T,VISUAL EVOKED POTENTIAL ACUITY SCREENING AUTO
0491T,ABL LASER TX OPEN WND PR DAY 1ST 20 SQCM/<
0496T,MNTR CDVR DON LNG ORGN PRFUJ SYS EA ADDL HR
0500T,IADNA HPV 5+ SEP REPRT HIGH RISK HPV TYPES
0502T,COR FFR DERIVED CTA DATA PREP & TRANSMIS
00811,ANESTHESIA LOWER INTST ENDOSCOPIC PX NOS
20939,BONE MARROW ASPIRATION BONE GRFG SPI SURG ONLY
31259,NASAL/SINUS NDSC TOT W/SPHENDT W/SPHEN TISS RMVL
31276,NASAL/SINUS NDSC W/RMVL TISS FROM FRONTAL SINUS
34707,EVASC RPR DPLMNT ILIO-ILIAC NDGFT
34715,OPN AX/SUBCLA ART EXPOS DLVR EVASC PROSTH UNI
